Company Name~Legal Entity Name~Company Type~Security Type~Primary industry~Other industries~Website~Facebook~Twitter~Linkedin~Instagram~Announced Date~Campaign Status~Money Raised(in €)~Pre-money Valuation(in €)~Deal Number~Captured Data~Source
What3words~""~Business and domestic software development~Equity~""~""~http://www.WHAT3WORDS.COM~https://www.facebook.com/what3words~https://twitter.com/what3words~""~https://www.instagram.com/what3words~03/08/2020~""~€ 6893511~€ 150821907~1~19/08/2020~CROWDCUBE
Hinterview~""~Business and domestic software development~Equity~""~""~http://hinterview.com~https://www.facebook.com/hinterviewme~https://twitter.com/Hinterview_~""~""~28/07/2020~""~€ 421505~€ 7776340~1~19/08/2020~CROWDCUBE
Moneybox~""~Financial intermediation not elsewhere classified~Equity~""~""~https://www.moneyboxapp.com/~https://www.facebook.com/moneyboxteam~https://twitter.com/moneyboxteam~""~https://www.instagram.com/moneyboxteam~28/07/2020~""~€ 7151064~€ 142695055~1~19/08/2020~CROWDCUBE
Brava Fabrics SL~""~n/a~Equity~""~""~https://www.bravafabrics.com~https://www.facebook.com/bravafabrics~https://twitter.com/httpstwittercomBravafabrics~""~https://www.instagram.com/httpswww.instagram.combravafabrics~16/07/2020~""~€ 356930~€ 2884027~1~19/08/2020~CROWDCUBE
YellowWood Adventures~""~Tour operator activities~Equity~""~""~https://www.yellowwoodadventures.com/~https://www.facebook.com/yellowwoodadventures~https://twitter.com/YellowWood_~""~https://www.instagram.com/yellowwood_adventures~15/07/2020~""~€ 61810~€ 1000000~1~19/08/2020~CROWDCUBE
AARDVARK PETCARE LTD~""~Other retail sale in non-specialised stores~Equity~""~""~http://www.aardvarkpets.co.uk~https://www.facebook.com/aardvarkpetcare~""~""~https://www.instagram.com/aardvarkpetcare~14/07/2020~""~€ 310000~€ 1050000~1~19/08/2020~CROWDCUBE
WELD HEALTH LTD~""~Other human health activities~Equity~""~""~https://www.weldbeing.com~https://www.facebook.com/weldhealth/~https://twitter.com/httpstwittercomWeld_health~""~https://www.instagram.com/httpswww.instagram.comweld_health~13/07/2020~""~€ 199227~€ 2500000~1~19/08/2020~CROWDCUBE
LawBit T/A LawBite~""~Activities of patent and copyright agents; other legal activities not elsewhere classified~Equity~""~""~https://www.lawbite.co.uk/~https://www.facebook.com/lawbitelegal~https://twitter.com/LawBiteLegal~""~https://www.instagram.com/lawbitelegal~07/07/2020~""~€ 622980~€ 10750000~1~19/08/2020~CROWDCUBE
The Sports Edit Limited~""~Retail sale of clothing in specialised stores~Equity~""~""~http://thesportsedit.com~https://www.facebook.com/thesportsedit~https://twitter.com/sportseditteam~""~https://www.instagram.com/sportseditteam~06/07/2020~""~€ 930307~€ 4100000~1~19/08/2020~CROWDCUBE
